,phrase_id,doc_id,text,lemma
858,53750,101223,Jana Długosza,Jan Długosz
859,422479,101223,szlacheckiego rodu Radziejowskich,szlachecki ród Radziejowskich
861,422477,101223,króla Władysława Jagiełły,król Władysław Jagiełło
862,53751,101223,Władysława Jagiełły,Władysław Jagiełło
863,422472,101223,rodu Platerów,ród Platerów
865,422480,101223,gminy Mszczonów,gmina Mszczonów
869,53795,101224,Jacka Malczewskiego,Jacek Malczewski
870,53824,101224,Rady Naczelnej,Rada Naczelna
871,53792,101224,Jana Kantego Federowicza,Jan Kanty Federowicz
872,53818,101224,Zjednoczenia Polaków Wyznania Mojżeszowego Ziem Polskich,Zjednoczenie Polaków Wyznania Mojżeszowego Ziem Polskich
873,351975,101224,Naczelnego Komitetu Narodowego,Naczelny Komitet Narodowy
874,53788,101224,Danieli z Kleinbergerów,Daniela z Kleinbergerów
875,53819,101224,Kliniki Chirurgicznej i Okulistycznej,Klinika Chirurgiczna i Okulistyczna
876,53817,101224,Muzeum Narodowym,Muzeum Narodowe
877,53791,101224,Józefa Hallera,Józef Haller
878,53820,101224,Kliniki Psychiatrycznej,Klinika Psychiatryczna
879,53789,101224,Henryka Szarskiego,Henryk Szarski
881,53794,101224,Karola Rollego,Karol Rolle
882,53790,101224,Juliusza Leo,Juliusz Leo
883,53796,101224,B. Nowodworskiego,B. Nowodworski
884,53815,101224,placu na Groblach,plac na Groblach
889,99893,101225,Stożka Małego,Stożek Mały
894,351981,101225,Beskidzie Śląskim,Beskid Śląski
895,351988,101225,Pasma Czantorii,Pasmo Czantorii
896,99898,101225,Wielkim Stożku,Wielki Stożek
897,99891,101225,Wielkim Stożkiem,Wielki Stożek
899,351992,101226,środków petytoryjnych,środek petytoryjny
900,351993,101226,skarg cywilnych,skarga cywilna
902,53896,101227,Domu Słowa Polskiego,Dom Słowa Polskiego
903,53901,101227,Trybunałem Stanu,Trybunał Stanu
904,351997,101227,"ChSS Spółdzielczym Zjednoczeniu Przemysłowym ""Ars Christiana""","ChSS Spółdzielcze Zjednoczenie Przemysłowe ""Ars Christiana"""
905,53894,101227,Wydziale Ekonomii,Wydział Ekonomii
906,53900,101227,"Spółdzielczym Zjednoczeniu Przemysłowym ""Ars Christiana""","Spółdzielcze Zjednoczenie Przemysłowe ""Ars Christiana"""
908,351999,101227,rządzie Tadeusza Mazowieckiego,rząd Tadeusza Mazowieckiego
909,53889,101227,Tadeusza Mazowieckiego,Tadeusz Mazowiecki
910,53897,101227,"Centralnym Ośrodku Planowania, Organizacji i Zarządzania","Centralny Ośrodek Planowania, Organizacji i Zarządzania"
913,53893,101227,Stronnictwa Demokratycznego,Stronnictwo Demokratyczne
918,352006,101228,ras psów,rasa psa
920,352097,101229,utwory fortepianowe,utwór fortepianowy
921,53937,101230,Kościele katolickim,Kościół katolicki
926,53971,101232,Wietnamowi Północnemu,Wietnam Północny
928,53946,101232,Wietnamu Północnego,Wietnam Północny
929,352111,101232,masakry ludności cywilnej,masakra ludności cywilnej
930,53967,101232,Ofensywy Tet,Ofensywa Tet
932,352109,101232,armią Republiki Wietnamu,armia Republiki Wietnamu
933,53943,101232,Republiki Wietnamu,Republika Wietnamu
934,53952,101232,Wietnamie północnym,Wietnam Północny
944,352148,101234,zbrodnię katyńską,zbrodnia katyńska
945,54013,101234,Komitetu Centralnego,Komitet Centralny
946,54014,101234,Komunistycznej Partii Rosji,Komunistyczna Partia Rosji
947,54040,101234,cerkwi Chrystusa Zbawiciela,cerkwia Chrystusa Zbawiciela
948,308653,101234,Chrystusa Zbawiciela,Chrystus Zbawiciel
950,54016,101234,Biura Politycznego,Biuro Polityczne
956,54112,101235,Johnem Obi Mikelem,John Obi Mikel
960,54177,101236,Mieszka Młodszego,Mieszko Młodszy
961,54166,101236,Bolesława IV Kędzierzawego,Bolesław IV Kędzierzawy
963,54174,101236,Mieszka III Starego,Mieszko III Stary
964,54183,101236,Kronice polskiej,Kronika polska
965,54182,101236,Anonima tzw. Galla,Anonim tzw. Gall
967,54167,101236,Wierzchosławy nowogrodzkiej,Wierzchosława nowogrodzka
968,422639,101236,Kazimierza II Sprawiedliwego,Kazimierz II Sprawiedliwy
969,54172,101236,Kazimierzem II Sprawiedliwym,Kazimierz II Sprawiedliwy
971,54176,101236,Wincentego Kadłubka,Wincenty Kadłubek
972,54168,101236,Bolesława III Krzywoustego,Bolesław III Krzywousty
973,54169,101236,Leszka Bolesławowica,Leszek Bolesławowic
975,54178,101236,Mieszka Starego,Mieszko Stary
978,352159,101237,powstania węgierskiego,powstanie węgierskie
979,54203,101237,Uniwersytecie Technologii i Ekonomii,Uniwersytet Technologii i Ekonomii
980,54225,101237,Nagrodę Nobla,Nagroda Nobla
988,352168,101238,mobilizacji powszechnej,mobilizacja powszechna
990,54233,101238,Brzeżańskiego Batalionu ON,Brzeżański Batalion ON
991,54231,101238,Lwowskiej Brygady ON,Lwowska Brygada ON
993,54234,101238,Tarnopolskiej Półbrygady ON,Tarnopolska Półbrygada ON
994,352166,101238,Wojska Polskiego,Wojsko Polskie
996,308028,101238,batalionu ON,batalion ON
999,54258,101239,de Gaulle'a,de Gaulle
1000,54257,101239,Charles'a de Gaulle'a,Charles de Gaulle
1002,54260,101239,Piątej Republiki,Piąta Republika
1005,54259,101239,Jacques'a Chiraca,Jacques Chiraca
1009,54248,101239,Demokratyczną Unią Pracy,Demokratyczna Unia Pracy
1016,422487,101240,Ferdinanda Porsche,Ferdinand Porsche
1019,307274,101241,rewolucji lutowej,rewolucja lutowa
1020,50269,101241,Rosyjskiej Socjal-Demokratycznej Partii Robotniczej,Rosyjska Socjal-Demokratyczna Partia Robotnicza
1023,422494,101241,gospodarki nakazowo-rozdzielczej,gospodarka nakazowo-rozdzielcza
1024,422491,101241,X Zjeździe Rosyjskiej Partii Komunistycznej,X Zjazd Rosyjskiej Partii Komunistycznej
1025,53107,101241,X Zjeździe,X Zjazd
1026,50267,101241,Rządem Tymczasowym,Rząd Tymczasowy
1027,310944,101241,wojny domowej w Rosji,wojna domowa w Rosji
1029,50245,101241,Rosji Radzieckiej,Rosja Radziecka
1037,50283,101243,Rusi Czerwonej,Ruś Czerwona
1039,422510,101244,drukarki termotransferowej,drukarka termotransferowa
1042,99914,101245,Republiki Irlandzkiej,Republika Irlandzka
1043,99911,101245,Zjednoczonego Królestwa Wielkiej Brytanii i Irlandii,Zjednoczone Królestwo Wielkiej Brytanii i Irlandii
1044,307276,101246,I i II wojny światowej,I i II wojna światowa
1045,307275,101246,powstania styczniowego,powstanie styczniowe
1046,422519,101246,województwie kujawsko-pomorskim,województwo kujawsko-pomorskie
1047,422522,101246,województwie włocławskim,województwo włocławskie
1048,50319,101246,ziemią dobrzyńską,ziemia dobrzyńska
1049,422520,101246,powiecie lipnowskim,powiat lipnowski
1050,422521,101246,gminie Chrostkowo,gmina Chrostkowo
1055,245867,101247,Lindę Eastman,Linda Eastman
1063,245927,101247,Nash & Young,Nash &amp; Young
1070,99933,101248,Uniwersytecie Jagiellońskim,Uniwersyt Jagielloński
1071,307562,101248,wojny polsko-bolszewickiej,wojna polsko-bolszewicka
1075,422542,101248,Polskiej Partii Socjalistycznej,Polska Partia Socjalistyczna
1077,99959,101248,Centralnej Rady,Centralna Rada
1078,99939,101248,Adama Ciołkosza,Adam Ciołkosz
1079,99945,101248,Towarzystwa Uniwersytetu Robotniczego,Towarzystwo Uniwersytetu Robotniczego
1082,99943,101248,Rady Naczelnej,"Rada Naczelna,,"
1083,99996,101248,Stowarzyszenia Polskich Kombatantów,Stowarzyszenie Polskich Kombatantów
1084,99931,101248,Tomaszowie Mazowieckim,Tomaszów Mazowiecki
1085,99963,101248,Centralnego Komitetu,Centralny Komitet
1086,99975,101248,Centralnej Rady Partyjnej,Centralna Rada Partyjna
1087,308049,101248,Rozgłośnię Polską Radia Wolna Europa,Rozgłośnia Polska Radia Wolna Europa
1088,422546,101248,fundacji im. Jurzykowskiego,fundacja im. Jurzykowskiego
1089,99960,101248,Centralnego Komitetu Zagranicznego,Centralny Komitet Zagraniczny
1090,99974,101248,XXV Zjeździe,XXV Zjazd
1093,99958,101248,Komitetu Zagranicznego,Komitet Zagraniczny
1094,422544,101248,orderem Polonia Restituta,order Polonia Restituta
1099,50430,101249,północnej Jutlandii,północna Jutlandia
1102,422553,101250,Wydziału Historii Uniwerystetu Warszawskiego,Wydział Historii Uniwerystetu Warszawskiego
1103,53108,101250,Wydziału Historii,Wydział Historii
1104,53109,101250,Uniwerystetu Warszawskiego,Uniwerystet Warszawski
1105,422556,101250,Telewizji Polskiej,Telewizja Polska
1106,50467,101250,Juliana Bruna,Julian Brun
1109,50470,101250,Bolesława Prusa,Bolesław Prus
1111,422564,101251,regionie Lombardia,region Lombardia
1112,422565,101251,prowincji Como,prowincja Como
1113,422568,101252,regionie Friuli-Wenecja Julijska,region Friuli-Wenecja Julijska
1115,422569,101252,prowincji Udine,prowincja Udine
1119,422573,101253,Akademii Sztuk Pięknych w Krakowie,Akademia Sztuk Pięknych w Krakowie
1120,53112,101253,Akademii Sztuk Pięknych,Akademia Sztuk Pięknych
1121,50537,101253,Jerzego Satanowskiego,Jerzy Satanowski
1122,307578,101253,"Spotkaniami Zamkowymi ""Śpiewajmy poezję","Spotkania Zamkowe ""Śpiewajmy poezję"""
1125,53114,101253,III Programem,III Program
1128,422576,101253,Studenckim Festiwalem Piosenki w Krakowie,Studencki Festiwal Piosenki w Krakowie
1129,307579,101253,Studenckim Festiwalem Piosenki,Studencki Festiwal Piosenki
1130,50538,101253,Hanną Banaszak,Hanna Banaszak
1131,422577,101253,III programu PR im. Mateusza Święcickiego,III program PR im. Mateusza Święcickiego
1132,50502,101253,Macieja Zembatego,Maciej Zembaty
1133,50527,101253,Mateusza Święcickiego,Mateusz Święcicki
1134,422578,101253,nagrody im. J. Kaczmarskiego,nagroda im. J. Kaczmarskiego
1135,50528,101253,J. Kaczmarskiego,J. Kaczmarski
1136,422582,101254,Regionie Centralnym,Region Centralny
1137,422583,101254,departamencie Loiret,departament Loiret
1141,422587,101255,uniwersytetu w Chicago,uniwersytet w Chicago
1146,50560,101255,Nowym Jorku,Nowy Jork
1150,50566,101255,Florianem Znanieckim,Florian Znaniecki
1152,50581,101256,J. A. Marinsky'ego,J. A. Marinsky
1154,50582,101256,C. D. Coryella,C. D. Coryell
1156,50583,101256,L. E. Glendenina,L. E. Glendenin
1157,50663,101257,Droga krajowa nr 44,droga krajowa nr 44
1158,50601,101257,konurbację katowicką,konurbacja katowicka
1164,50646,101257,Górnośląskim Okręgiem Przemysłowym,Górnośląski Okręg Przemysłowy
1168,50628,101257,Bierunia Nowego,Bieruń Nowy
1171,50659,101257,drogą krajową nr 1,droga krajowa nr 1
1172,50619,101257,Bierunia Starego,Bieruń Stary
1174,50685,101258,Trasy Siekierkowskiej,Trasa Siekierkowska
1175,422605,101258,Obwodnicy Etapowej Warszawy,Obwodnica Etapowa Warszawy
1180,422606,101258,Trasy Łazienkowskiej,Trasa Łazienkowska
1181,422607,101258,Mostu Łazienkowskiego,Most Łazienkowski
1182,422608,101258,Pragą Południe,Praga Południe
1183,422614,101259,linię kolejową Pszczyna-Murcki,linia kolejowa Pszczyna-Murcki
1184,422613,101259,rzeki Mleczna,rzeka Mleczna
1186,422620,101260,łuku elektrycznego,łuk elektryczny
1188,422617,101260,oporem elektrycznym,opór elektryczny
1189,422618,101260,kanału przewodzącego,kanał przewodzący
1191,422628,101262,Alpach Australijskich,Alpy Australijskie
1192,422629,101262,stanie Wiktoria,stan Wiktoria
1194,422644,101263,województwie podkarpackim,województwo podkarpackie
1195,422645,101263,powiecie bieszczadzkim,powiat bieszczadzki
1198,422646,101263,gminie Ustrzyki Dolne,gmina Ustrzyki Dolne
1199,50796,101263,"Fabrykę Urządzeń Mechanicznych ""KAMAX""","Fabryka Urządzeń Mechanicznych ""KAMAX"""
1200,50772,101263,Urzędu Rady Ministrów,Urząd Rady Ministrów
1202,50764,101263,Jan Herburt (Arłamowski,Jan Herburt (Arłamowski)
1207,422647,101263,Pogórza Przemyskiego,Pogórze Przemyskiego
1215,307610,101265,Pucharu Szkocji,Puchar Szkocji
1216,308177,101266,Tarasce Niwy,Taraska Niwy
1218,422670,101266,Sulejowskiego Parku Krajobrazowego,Sulejowski Park Krajobrazowy
1219,422667,101266,województwie łódzkim,województwo łódzkie
1220,50865,101266,Ogólnopolskiego Nocnego Rajdu Mazowieckiego,Ogólnopolski Nocny Rajd Mazowiecki
1222,422668,101266,powiecie piotrkowskim,powiat piotrkowski
1223,422669,101266,gminie Aleksandrów,gmina Aleksandrów
1225,329172,101267,"Grupy ""Szańca""","Grupa ""Szańca"""
1226,422677,101267,Okręgu XIV Lwowskiego Narodowych Sił Zbrojnych,Okręg XIV Lwowski Narodowych Sił Zbrojnych
1227,53133,101267,Okręgu XIV Lwowskiego,Okręg XIV Lwowski
1228,50873,101267,Narodowych Sił Zbrojnych,Narodowe Siły Zbrojne
1231,422682,101268,województwa radomskiego,województwo radomskie
1232,422680,101268,powiecie kozienickim,powiat kozienicki
1233,422681,101268,gminie Grabów nad Pilicą,gmina Grabów nad Pilicą
1236,422687,101269,województwa włocławskiego,województwo włocławskie
1237,422685,101269,powiecie włocławskim,powiat włocławski
1238,422686,101269,gminie Lubanie,gmina Lubanie
1241,50907,101270,kapitułę warmińską,kapituła warmińska
1245,422692,101270,województwa olsztyńskiego,województwo olsztyńskie
1249,422690,101270,powiecie olsztyńskim,powiat olsztyński
1250,422691,101270,gminie Barczewo,gmina Barczewo
1252,422699,101271,województwa bialskopodlaskiego,województwo bialskopodlaskie
1253,422697,101271,powiecie bialskim,powiat bialski
1254,422698,101271,gminie Drelów,gmina Drelów
1256,422704,101272,województwa zamojskiego,województwo zamojskie
1257,422702,101272,powiecie zamojskim,powiat zamojski
1258,422703,101272,gminie Sitno,gmina Sitno
1260,50965,101273,Żelazowej Woli,Żelazowa Wola
1261,422707,101273,powiecie warszawskim zachodnim,powiat warszawski zachodni
1262,50956,101273,warszawskim zachodnim,warszawski zachodni
1263,422708,101273,gminie Stare Babice,gmina Stare Babice
1264,50967,101273,Traktem Królewskim,Trakt Królewski
1268,51007,101275,Henrietą von Grunburg,Henrieta von Grunburg
1269,422720,101275,województwa koszalińskiego,województwo koszalińskie
1270,50999,101275,Konstantyna von Knebel-Doeberitz,Konstantyn von Knebel-Doeberitz
1271,53139,101275,linii kolejowej nr 210,linia kolejowa nr 21
1272,422717,101275,województwie zachodniopomorskim,województwo zachodniopomorskie
1273,422718,101275,powiecie drawskim,powiat drawski
1274,51002,101275,Ludwika von Knebel-Doeberitz,Ludwik von Knebel-Doeberitz
1275,422719,101275,gminie Złocieniec,gmina Złocieniec
1277,50991,101275,drogi krajowej nr 20,droga krajowa nr 20
1278,50992,101275,Stargardu Szczecińskiego,Stargard Szczeciński
1280,422727,101276,województwie siedleckim,województwo siedleckie
1281,422725,101276,powiecie wołomińskim,powiat wołomiński
1282,422726,101276,gminie Jadów,gmina Jadów
1285,422732,101277,województwa płockiego,województwo płockie
1286,422730,101277,powiecie kutnowskim,powiat kutnowski
1287,422731,101277,gminie Krośniewice,gmina Krośniewice
1296,422741,101279,regionie Alentejo,region Alentejo
1297,422742,101279,podregionie Alentejo Litoral,podregion Alentejo Litoral
1301,51048,101280,Ameryki Północnej,Ameryka Północna
1304,307618,101281,Wielką Niedzielą,Wielka Niedziela
1305,307956,101281,Chrystusa Zmartwychwstałego,Chrystus Zmartwychwstały
1306,307619,101281,Niedzielą Zmartwychwstania Pańskiego,Niedziela Zmartwychwstania Pańskiego
1307,422752,101281,Grobie Pańskim,Grób Pański
1308,307620,101281,I Niedzielą Wielkanocną,I Niedziela Wielkanocna
1309,307622,101281,Wielkiego Czwartku,Wielki Czwartek
1310,307624,101281,świąt wielkanocnych,święta wielkanocne
1317,51095,101285,Komisji Rządowej Wojny,Komisja Rządowa Wojny
1318,51100,101285,Regimentarza Lewego Brzegu Wisły,Regimentarz Lewego Brzegu Wisły
1319,422758,101285,gen. Józefa Chłopickiego,gen. Józef Chłopicki
1320,51079,101285,Królestwa Kongresowego,Królestwo Kongresowe
1322,51086,101285,Józefa Chłopickiego,Józef Chłopicki
1325,307627,101285,powstania listopadowego,powstanie listopadowe
1329,51112,101285,Gwardii Ruchomej,Gwardia Ruchoma
1340,51540,101286,Jacka Ramsaya,Jacek Ramsay
1341,51552,101286,Mike Schulera,Mike Schuler
1347,422773,101287,Brazylijskiej Superlidze,Brazylijska Superliga
1352,53164,101288,garnizonie Grudziądz,garnizon Grudziądz
1353,51562,101288,3 Dywizji Kawalerii,3 Dywizja Kawalerii
1358,422786,101288,"Brygadę Kawalerii ""Toruń""","Brygada Kawalerii ""Toruń"""
1359,51566,101288,"Brygadę Kawalerii ""Toruń","Brygada Kawalerii ""Toruń"
1360,51574,101288,Pomorską Brygadę Kawalerii,Pomorska Brygada Kawalerii
1361,422777,101288,Wojska Polskiego II RP,Wojsko Polskie II RP
1365,422783,101288,"Brygadę Kawalerii ""Bydgoszcz""","Brygada Kawalerii ""Bydgoszcz"""
1366,51572,101288,"Brygadę Kawalerii ""Bydgoszcz","Brygada Kawalerii ""Bydgoszcz"
1367,51570,101288,XIV Brygady Kawalerii,XIV Brygada Kawalerii
1368,51725,101289,Adama Wzdowskiego,Adam Wzdowski
1371,51716,101289,Adamowi Wzdowskiemu,Adam Wzdowski
1373,51726,101289,Hieronimem Stano,Hieronim Stano
1374,422791,101289,Jakubem Freiberger de Cadan,Jakub Freiberger de Cadan
1375,422789,101289,Janowi Boboli de Pyasky,Jan Boboli de Pyasky
1376,51724,101289,Mikołajem Balem,Mikołaj Bal
1377,51720,101289,Janowi Boboli de Pyasky,Jan Bobola de Pyasky
1378,51727,101289,Stanisławem Balem,Stanisław Bal
1381,51602,101290,Bobie Hewsonie,Bob Hewson
1388,51611,101291,Polskich Sił Zbrojnych,Polskie Siły Zbrojne
1392,51613,101291,Ośrodka Zapasowego,Ośrodek Zapasowy
1394,51609,101291,Ośrodka Organizacyjnego Armii,Ośrodek Organizacyjny Armii
1401,53174,101292,Tadeusza Kościuszki,Tadeusz Kościuszko
1402,51663,101292,Zakładu Opieki Zdrowotnej,Zakład Opieki Zdrowotnej
1403,51651,101292,Mińsku Mazowieckim,Mińsk Mazowiecki
1405,422802,101292,Mińska Mazowieckiego,Mińsk Mazowiecki
1407,422805,101293,herbu Belina,herb Belina
1416,51127,101294,Imperium Rosyjskiego,Imperium Rosyjskie
1421,308253,101294,Gwardii Imperium Rosyjskiego,Gwardia Imperium Rosyjskiego
1429,51209,101294,Marii Fiodorowny,Maria Fiodorowna
1432,307670,101295,Mistrzostwach Świata,Mistrzostwa Świata
1436,307672,101297,mistrzostwach świata,mistrzostwa świata
1440,307674,101298,Encyklopedii kościelnej,Encyklopedia kościelna
1441,422823,101298,Andrzeja Chryzostoma Załuskiego,Andrzej Chryzostom Załuski
1442,422824,101298,zgromadzenia bernardynek,zgromadzenie bernardynek
1444,307677,101299,mistrzostw Europy,mistrzostwa Europy
1445,422827,101300,hrabstwie Atchison,hrabstwo Atchison
1446,422834,101302,Krzyżem Kawalerskim Orderu Odrodzenia Polski,Krzyż Kawalerski Orderu Odrodzenia Polski
1448,53182,101302,Orderu Odrodzenia Polski,Order Odrodzenia Polski
1449,422833,101302,Beaty Zarembianki,Beata Zarembianka
1450,422829,101302,Teatrem im. Wandy Siemaszkowej w Rzeszowie,Teatr im. Wandy Siemaszkowej w Rzeszowie
1451,53183,101302,Teatrem im. Wandy Siemaszkowej,Teatr im. Wandy Siemaszkowej
1452,422832,101302,Zasłużonego dla Województwa Rzeszowskiego,Zasłużony dla Województwa Rzeszowskiego
1455,51785,101302,Wandy Siemaszkowej,Wanda Siemaszkowa
1456,51786,101302,Stanisława Jędryki,Stanisław Jędryka
1459,422837,101303,budżetem rocznym,budżet roczny
1460,51238,101303,Radzie Ministrów,Rada Ministrów
1463,422848,101304,powiecie radziechowskim,powiat radziechowski
1464,422849,101304,województwa tarnopolskiego II Rzeczpospolitej,województwo tarnopolskie II Rzeczpospolitej
