,phrase_id,doc_id,text,lemma,numbers,cases,relations,heads,pairs,relation,head,final_number,final_case
96,52993,100519,św. Wincentego,św. Wincent,"[['sg', 'sg']]","[['acc', 'gen']]",['government'],['Wincent'],"[('św.', 'Wincentego')]",government,Wincent,sg,gen
98,32789,100520,VI pielgrzymkę Ojca Świętego Jana Pawła II do Polski,VI pielgrzymka Ojca Świętego Jana Pawła II do Polski,"[['sg'], 'sg', ['sg', 'sg'], ['sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl'], None]","[['acc'], 'acc', ['acc', 'gen'], ['acc', 'gen'], ['acc', 'gen', 'nom'], ['acc', 'gen', 'nom'], ['inst', 'acc', 'loc', 'nom', 'gen', 'dat', 'voc'], None]","['government', 'agreement', 'agreement', 'agreement', 'agreement', 'government', 'government', None]","['pielgrzymka', 'pielgrzymka', 'Ojca', 'Jana', 'Jana', 'Pawła', 'do', None]","[('VI', 'pielgrzymkę'), ('pielgrzymkę', 'Ojca'), ('Ojca', 'Świętego'), ('Świętego', 'Jana'), ('Jana', 'Pawła'), ('Pawła', 'II'), ('II', 'do'), ('do', 'Polski')]",government,pielgrzymka,sg,acc
99,58829,100520,parafii Mariackiej,parafia Mariackia,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['parafia'],"[('parafii', 'Mariackiej')]",agreement,parafia,sg,gen
99,58829,100520,parafii Mariackiej,parafia Mariackia,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['parafia'],"[('parafii', 'Mariackiej')]",agreement,parafia,sg,loc
99,58829,100520,parafii Mariackiej,parafia Mariackia,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['parafia'],"[('parafii', 'Mariackiej')]",agreement,parafia,sg,dat
101,32092,100520,Wigilijnego Dzieła Pomocy Dzieciom,Wigilijne Dzieło Pomocy Dzieciom,"['sg', 'sg', None]","['gen', 'gen', None]","['agreement', 'agreement', None]","['Dzieło', 'Dzieło', None]","[('Wigilijnego', 'Dzieła'), ('Dzieła', 'Pomocy'), ('Pomocy', 'Dzieciom')]",agreement,Dzieło,sg,gen
102,32705,100520,Jana Pawła II,Jan Paweł II,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['acc', 'gen', 'nom'], ['acc', 'gen', 'nom']]","['agreement', 'government']","['Jan', 'Paweł']","[('Jana', 'Pawła'), ('Pawła', 'II')]",government,Paweł,sg,acc
102,32705,100520,Jana Pawła II,Jan Paweł II,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['acc', 'gen', 'nom'], ['acc', 'gen', 'nom']]","['agreement', 'government']","['Jan', 'Paweł']","[('Jana', 'Pawła'), ('Pawła', 'II')]",government,Paweł,sg,gen
102,32705,100520,Jana Pawła II,Jan Paweł II,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['acc', 'gen', 'nom'], ['acc', 'gen', 'nom']]","['agreement', 'government']","['Jan', 'Paweł']","[('Jana', 'Pawła'), ('Pawła', 'II')]",government,Paweł,sg,nom
104,344009,100520,Wyższym Seminarium Duchownym Diecezji Koszalińsko-Kołobrzeskiej w Koszalinie,Wyższe Seminarium Duchowne Diecezji Koszalińsko-Kołobrzeskiej w Koszalinie,"[['sg', 'sg'], ['sg', 'sg'], 'sg', ['sg', 'sg', 'sg'], None, None]","[['inst', 'loc'], ['inst', 'loc'], 'loc', ['loc', 'dat', 'gen'], None, None]","['agreement', 'agreement', 'agreement', 'agreement', None, None]","['Seminarium', 'Seminarium', 'Duchowne', 'Diecezji', None, None]","[('Wyższym', 'Seminarium'), ('Seminarium', 'Duchownym'), ('Duchownym', 'Diecezji'), ('Diecezji', 'Koszalińsko-Kołobrzeskiej'), ('Koszalińsko-Kołobrzeskiej', 'w'), ('w', 'Koszalinie')]",agreement,Seminarium,sg,loc
105,344011,100520,Biura Konferencji Episkopatów Unii Europejskiej w Brukseli,Biuro Konferencji Episkopatów Unii Europejskiej w Brukseli,"['sg', 'pl', 'pl', ['sg', 'sg', 'sg'], None, None]","['gen', 'gen', 'gen', ['loc', 'dat', 'gen'], None, None]","['agreement', 'agreement', 'agreement', 'agreement', None, None]","['Biuro', 'Konferencji', 'Episkopatów', 'Unii', None, None]","[('Biura', 'Konferencji'), ('Konferencji', 'Episkopatów'), ('Episkopatów', 'Unii'), ('Unii', 'Europejskiej'), ('Europejskiej', 'w'), ('w', 'Brukseli')]",agreement,Biuro,sg,gen
106,344008,100520,Papieskim Uniwersytecie Salezjańskim w Rzymie,Papieski Uniwersytet Salezjański w Rzymie,"['sg', 'sg', ['sg', 'sg', 'pl'], None]","['loc', 'loc', ['inst', 'loc', 'dat'], None]","['agreement', 'agreement', 'government', None]","['Uniwersytet', 'Uniwersytet', 'Salezjański', None]","[('Papieskim', 'Uniwersytecie'), ('Uniwersytecie', 'Salezjańskim'), ('Salezjańskim', 'w'), ('w', 'Rzymie')]",government,Salezjański,sg,inst
106,344008,100520,Papieskim Uniwersytecie Salezjańskim w Rzymie,Papieski Uniwersytet Salezjański w Rzymie,"['sg', 'sg', ['sg', 'sg', 'pl'], None]","['loc', 'loc', ['inst', 'loc', 'dat'], None]","['agreement', 'agreement', 'government', None]","['Uniwersytet', 'Uniwersytet', 'Salezjański', None]","[('Papieskim', 'Uniwersytecie'), ('Uniwersytecie', 'Salezjańskim'), ('Salezjańskim', 'w'), ('w', 'Rzymie')]",government,Salezjański,sg,loc
106,344008,100520,Papieskim Uniwersytecie Salezjańskim w Rzymie,Papieski Uniwersytet Salezjański w Rzymie,"['sg', 'sg', ['sg', 'sg', 'pl'], None]","['loc', 'loc', ['inst', 'loc', 'dat'], None]","['agreement', 'agreement', 'government', None]","['Uniwersytet', 'Uniwersytet', 'Salezjański', None]","[('Papieskim', 'Uniwersytecie'), ('Uniwersytecie', 'Salezjańskim'), ('Salezjańskim', 'w'), ('w', 'Rzymie')]",government,Salezjański,pl,dat
107,32097,100520,Papieskim Uniwersytecie Salezjańskim,Papieski Uniwersytet Salezjański,"['sg', 'sg']","['loc', 'loc']","['agreement', 'agreement']","['Uniwersytet', 'Uniwersytet']","[('Papieskim', 'Uniwersytecie'), ('Uniwersytecie', 'Salezjańskim')]",agreement,Uniwersytet,sg,loc
108,32699,100520,Ignacego Jeża,Ignacy Jeży,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Ignacy'],"[('Ignacego', 'Jeża')]",agreement,Ignacy,sg,acc
108,32699,100520,Ignacego Jeża,Ignacy Jeży,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Ignacy'],"[('Ignacego', 'Jeża')]",agreement,Ignacy,sg,gen
109,32702,100520,Diecezji Koszalińsko-Kołobrzeskiej,diecezja Koszalińsko-Kołobrzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['diecezja'],"[('Diecezji', 'Koszalińsko-Kołobrzeskiej')]",agreement,diecezja,sg,gen
109,32702,100520,Diecezji Koszalińsko-Kołobrzeskiej,diecezja Koszalińsko-Kołobrzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['diecezja'],"[('Diecezji', 'Koszalińsko-Kołobrzeskiej')]",agreement,diecezja,sg,loc
109,32702,100520,Diecezji Koszalińsko-Kołobrzeskiej,diecezja Koszalińsko-Kołobrzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['diecezja'],"[('Diecezji', 'Koszalińsko-Kołobrzeskiej')]",agreement,diecezja,sg,dat
110,58831,100520,Komisji Charytatywnej,Komisja Charytatywna,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Komisja'],"[('Komisji', 'Charytatywnej')]",agreement,Komisja,sg,gen
110,58831,100520,Komisji Charytatywnej,Komisja Charytatywna,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Komisja'],"[('Komisji', 'Charytatywnej')]",agreement,Komisja,sg,loc
110,58831,100520,Komisji Charytatywnej,Komisja Charytatywna,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Komisja'],"[('Komisji', 'Charytatywnej')]",agreement,Komisja,sg,dat
111,344012,100520,diecezji pw. św. Maksymiliana Marii Kolbe w Słupsku,diecezja pw. św. Maksymiliana Marii Kolbe w Słupsku,"[['pl', 'sg', 'sg', 'sg'], None, ['sg', 'sg'], 'sg', None, None, None]","[['gen', 'loc', 'dat', 'gen'], None, ['acc', 'gen'], 'gen', None, None, None]","['government', None, 'government', 'agreement', None, None, None]","['diecezja', None, 'Maksymiliana', 'Maksymiliana', None, None, None]","[('diecezji', 'pw.'), ('pw.', 'św.'), ('św.', 'Maksymiliana'), ('Maksymiliana', 'Marii'), ('Marii', 'Kolbe'), ('Kolbe', 'w'), ('w', 'Słupsku')]",government,diecezja,sg,gen
113,310741,100520,Konferencji Episkopatu Polski,Konferencja Episkopatu Polski,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Konferencja', 'Episkopatu']","[('Konferencji', 'Episkopatu'), ('Episkopatu', 'Polski')]",agreement,Konferencja,sg,gen
114,32712,100520,Maksymiliana Marii Kolbe,Maksymilian Maria Kolbe,"['sg', ['pl', 'sg', 'sg', 'sg']]","['gen', ['gen', 'loc', 'dat', 'gen']]","['agreement', 'government']","['Maksymilian', 'Maria']","[('Maksymiliana', 'Marii'), ('Marii', 'Kolbe')]",government,Maria,pl,gen
114,32712,100520,Maksymiliana Marii Kolbe,Maksymilian Maria Kolbe,"['sg', ['pl', 'sg', 'sg', 'sg']]","['gen', ['gen', 'loc', 'dat', 'gen']]","['agreement', 'government']","['Maksymilian', 'Maria']","[('Maksymiliana', 'Marii'), ('Marii', 'Kolbe')]",government,Maria,sg,loc
114,32712,100520,Maksymiliana Marii Kolbe,Maksymilian Maria Kolbe,"['sg', ['pl', 'sg', 'sg', 'sg']]","['gen', ['gen', 'loc', 'dat', 'gen']]","['agreement', 'government']","['Maksymilian', 'Maria']","[('Maksymiliana', 'Marii'), ('Marii', 'Kolbe')]",government,Maria,sg,dat
114,32712,100520,Maksymiliana Marii Kolbe,Maksymilian Maria Kolbe,"['sg', ['pl', 'sg', 'sg', 'sg']]","['gen', ['gen', 'loc', 'dat', 'gen']]","['agreement', 'government']","['Maksymilian', 'Maria']","[('Maksymiliana', 'Marii'), ('Marii', 'Kolbe')]",government,Maria,sg,gen
116,32078,100520,IV Pielgrzymkę do Ojczyzny,IV Pielgrzymka do Ojczyzny,"[['sg'], ['sg'], None]","[['acc'], ['acc'], None]","['government', 'government', None]","['Pielgrzymka', 'Pielgrzymka', None]","[('IV', 'Pielgrzymkę'), ('Pielgrzymkę', 'do'), ('do', 'Ojczyzny')]",government,Pielgrzymka,sg,acc
118,32698,100520,diecezji koszalińsko-kołobrzeskiej,diecezja koszalińsko-kołobrzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['diecezja'],"[('diecezji', 'koszalińsko-kołobrzeskiej')]",agreement,diecezja,sg,gen
118,32698,100520,diecezji koszalińsko-kołobrzeskiej,diecezja koszalińsko-kołobrzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['diecezja'],"[('diecezji', 'koszalińsko-kołobrzeskiej')]",agreement,diecezja,sg,loc
118,32698,100520,diecezji koszalińsko-kołobrzeskiej,diecezja koszalińsko-kołobrzeska,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['diecezja'],"[('diecezji', 'koszalińsko-kołobrzeskiej')]",agreement,diecezja,sg,dat
121,32161,100521,Bezkresnego Imperium,Bezkresne Imperium,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Imperium'],"[('Bezkresnego', 'Imperium')]",agreement,Imperium,sg,acc
121,32161,100521,Bezkresnego Imperium,Bezkresne Imperium,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Imperium'],"[('Bezkresnego', 'Imperium')]",agreement,Imperium,sg,gen
122,344020,100521,planety Rakatan,planeta Rakatan,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['government'],['planeta'],"[('planety', 'Rakatan')]",government,planeta,pl,acc
122,344020,100521,planety Rakatan,planeta Rakatan,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['government'],['planeta'],"[('planety', 'Rakatan')]",government,planeta,pl,voc
122,344020,100521,planety Rakatan,planeta Rakatan,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['government'],['planeta'],"[('planety', 'Rakatan')]",government,planeta,sg,gen
122,344020,100521,planety Rakatan,planeta Rakatan,"[['pl', 'pl', 'sg', 'pl']]","[['acc', 'voc', 'gen', 'nom']]",['government'],['planeta'],"[('planety', 'Rakatan')]",government,planeta,pl,nom
123,344019,100521,"grze komputerowej ""Star Wars: Knights of the Old Republic",gra komputerowa Star Wars: Knights of the Old Republic,"[['sg', 'sg'], None, 'sg', ['sg', 'sg'], None, None, None, None]","[['loc', 'dat'], None, 'nom', ['acc', 'nom'], None, None, None, None]","['agreement', None, 'agreement', 'government', None, None, None, None]","['gra', None, 'Star', 'Wars:', None, None, None, None]","[('grze', 'komputerowej'), ('komputerowej', '""Star'), ('""Star', 'Wars:'), ('Wars:', 'Knights'), ('Knights', 'of'), ('of', 'the'), ('the', 'Old'), ('Old', 'Republic')]",government,Wars:,sg,acc
123,344019,100521,"grze komputerowej ""Star Wars: Knights of the Old Republic",gra komputerowa Star Wars: Knights of the Old Republic,"[['sg', 'sg'], None, 'sg', ['sg', 'sg'], None, None, None, None]","[['loc', 'dat'], None, 'nom', ['acc', 'nom'], None, None, None, None]","['agreement', None, 'agreement', 'government', None, None, None, None]","['gra', None, 'Star', 'Wars:', None, None, None, None]","[('grze', 'komputerowej'), ('komputerowej', '""Star'), ('""Star', 'Wars:'), ('Wars:', 'Knights'), ('Knights', 'of'), ('of', 'the'), ('the', 'Old'), ('Old', 'Republic')]",government,Wars:,sg,nom
124,304463,100521,Gwiezdnych wojen,Gwiezdne wojny,['pl'],['gen'],['agreement'],['wojny'],"[('Gwiezdnych', 'wojen')]",agreement,wojny,pl,gen
126,32169,100521,Wojen mandaloriańskich,wojny mandaloriańskie,[['pl']],[['gen']],['agreement'],['wojny'],"[('Wojen', 'mandaloriańskich')]",agreement,wojny,pl,gen
129,32170,100521,Republiki Galaktycznej,Republika Galaktyczna,['sg'],['gen'],['agreement'],['Republika'],"[('Republiki', 'Galaktycznej')]",agreement,Republika,sg,gen
130,32171,100521,Wojny domowej Jedi,wojna domowa Jedi,"['sg', ['sg', 'sg', 'sg']]","['gen', ['gen', 'loc', 'dat']]","['agreement', 'government']","['wojna', 'domowa']","[('Wojny', 'domowej'), ('domowej', 'Jedi')]",government,domowa,sg,gen
130,32171,100521,Wojny domowej Jedi,wojna domowa Jedi,"['sg', ['sg', 'sg', 'sg']]","['gen', ['gen', 'loc', 'dat']]","['agreement', 'government']","['wojna', 'domowa']","[('Wojny', 'domowej'), ('domowej', 'Jedi')]",government,domowa,sg,loc
130,32171,100521,Wojny domowej Jedi,wojna domowa Jedi,"['sg', ['sg', 'sg', 'sg']]","['gen', ['gen', 'loc', 'dat']]","['agreement', 'government']","['wojna', 'domowa']","[('Wojny', 'domowej'), ('domowej', 'Jedi')]",government,domowa,sg,dat
131,32164,100521,Gwiezdnej Kuźni,Gwiezdna Kuźnia,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Kuźnia'],"[('Gwiezdnej', 'Kuźni')]",agreement,Kuźnia,sg,gen
131,32164,100521,Gwiezdnej Kuźni,Gwiezdna Kuźnia,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Kuźnia'],"[('Gwiezdnej', 'Kuźni')]",agreement,Kuźnia,sg,loc
131,32164,100521,Gwiezdnej Kuźni,Gwiezdna Kuźnia,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['Kuźnia'],"[('Gwiezdnej', 'Kuźni')]",agreement,Kuźnia,sg,dat
132,344021,100521,mieszkańców Wszechświata,mieszkańcy Wszechświata,"[['pl', 'pl']]","[['acc', 'gen']]",['government'],['mieszkańcy'],"[('mieszkańców', 'Wszechświata')]",government,mieszkańcy,pl,acc
132,344021,100521,mieszkańców Wszechświata,mieszkańcy Wszechświata,"[['pl', 'pl']]","[['acc', 'gen']]",['government'],['mieszkańcy'],"[('mieszkańców', 'Wszechświata')]",government,mieszkańcy,pl,gen
135,344024,100522,Victorii Racibórz,Victoria Racibórz,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Victoria'],"[('Victorii', 'Racibórz')]",government,Victoria,pl,gen
135,344024,100522,Victorii Racibórz,Victoria Racibórz,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Victoria'],"[('Victorii', 'Racibórz')]",government,Victoria,sg,loc
135,344024,100522,Victorii Racibórz,Victoria Racibórz,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Victoria'],"[('Victorii', 'Racibórz')]",government,Victoria,sg,dat
135,344024,100522,Victorii Racibórz,Victoria Racibórz,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Victoria'],"[('Victorii', 'Racibórz')]",government,Victoria,sg,gen
137,305857,100522,Pucharu Europy w Lekkoatletyce,Puchar Europy w Lekkoatletyce,"['sg', None, None]","['gen', None, None]","['agreement', None, None]","['Puchar', None, None]","[('Pucharu', 'Europy'), ('Europy', 'w'), ('w', 'Lekkoatletyce')]",agreement,Puchar,sg,gen
140,32183,100522,Strzelcach Opolskich,Strzelce Opolskie,['pl'],['loc'],['agreement'],['Strzelce'],"[('Strzelcach', 'Opolskich')]",agreement,Strzelce,pl,loc
143,309612,100523,Wambierzyckiej Królowej Rodzin,Wambierzycka Królowa Rodzin,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat'], ['gen', 'loc', 'dat']]","['agreement', 'government']","['Królowa', 'Królowa']","[('Wambierzyckiej', 'Królowej'), ('Królowej', 'Rodzin')]",government,Królowa,sg,gen
143,309612,100523,Wambierzyckiej Królowej Rodzin,Wambierzycka Królowa Rodzin,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat'], ['gen', 'loc', 'dat']]","['agreement', 'government']","['Królowa', 'Królowa']","[('Wambierzyckiej', 'Królowej'), ('Królowej', 'Rodzin')]",government,Królowa,sg,loc
143,309612,100523,Wambierzyckiej Królowej Rodzin,Wambierzycka Królowa Rodzin,"[['sg', 'sg', 'sg'], ['sg', 'sg', 'sg']]","[['gen', 'loc', 'dat'], ['gen', 'loc', 'dat']]","['agreement', 'government']","['Królowa', 'Królowa']","[('Wambierzyckiej', 'Królowej'), ('Królowej', 'Rodzin')]",government,Królowa,sg,dat
147,305858,100523,wojny trzydziestoletniej,wojna trzydziestoletnia,['sg'],['gen'],['agreement'],['wojna'],"[('wojny', 'trzydziestoletniej')]",agreement,wojna,sg,gen
148,344031,100523,bazyliki mniejszej,bazylika mniejsza,['sg'],['gen'],['agreement'],['bazylika'],"[('bazyliki', 'mniejszej')]",agreement,bazylika,sg,gen
149,344034,100523,hrabiego Franciszka Antoniego von Goetzen,hrabia Franciszek Antoni von Goetzen,"[['sg', 'sg'], ['sg', 'sg'], ['sg', 'sg'], None]","[['acc', 'gen'], ['acc', 'gen'], ['acc', 'gen'], None]","['agreement', 'agreement', 'government', None]","['hrabia', 'Franciszek', 'Antoni', None]","[('hrabiego', 'Franciszka'), ('Franciszka', 'Antoniego'), ('Antoniego', 'von'), ('von', 'Goetzen')]",government,Antoni,sg,acc
149,344034,100523,hrabiego Franciszka Antoniego von Goetzen,hrabia Franciszek Antoni von Goetzen,"[['sg', 'sg'], ['sg', 'sg'], ['sg', 'sg'], None]","[['acc', 'gen'], ['acc', 'gen'], ['acc', 'gen'], None]","['agreement', 'agreement', 'government', None]","['hrabia', 'Franciszek', 'Antoni', None]","[('hrabiego', 'Franciszka'), ('Franciszka', 'Antoniego'), ('Antoniego', 'von'), ('von', 'Goetzen')]",government,Antoni,sg,gen
150,32847,100523,Franciszka Antoniego von Goetzen,Franciszek Antoni von Goetzen,"[['sg', 'sg'], ['sg', 'sg'], None]","[['acc', 'gen'], ['acc', 'gen'], None]","['agreement', 'government', None]","['Franciszek', 'Antoni', None]","[('Franciszka', 'Antoniego'), ('Antoniego', 'von'), ('von', 'Goetzen')]",government,Antoni,sg,acc
150,32847,100523,Franciszka Antoniego von Goetzen,Franciszek Antoni von Goetzen,"[['sg', 'sg'], ['sg', 'sg'], None]","[['acc', 'gen'], ['acc', 'gen'], None]","['agreement', 'government', None]","['Franciszek', 'Antoni', None]","[('Franciszka', 'Antoniego'), ('Antoniego', 'von'), ('von', 'Goetzen')]",government,Antoni,sg,gen
151,309617,100523,Matki Bożej,Matka Boża,['sg'],['gen'],['agreement'],['Matka'],"[('Matki', 'Bożej')]",agreement,Matka,sg,gen
153,309614,100523,Matki Boskiej,Matka Boska,['sg'],['gen'],['agreement'],['Matka'],"[('Matki', 'Boskiej')]",agreement,Matka,sg,gen
155,99703,100524,Józefa Stalina,Józef Stalin,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Józef'],"[('Józefa', 'Stalina')]",agreement,Józef,sg,acc
155,99703,100524,Józefa Stalina,Józef Stalin,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Józef'],"[('Józefa', 'Stalina')]",agreement,Józef,sg,gen
156,99710,100524,prospektem Kutuzowa,prospekt Kutuzowa,[['sg']],[['inst']],['government'],['prospekt'],"[('prospektem', 'Kutuzowa')]",government,prospekt,sg,inst
158,99704,100524,Leonida Breżniewa,Leonid Breżniew,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Leonid'],"[('Leonida', 'Breżniewa')]",agreement,Leonid,sg,acc
158,99704,100524,Leonida Breżniewa,Leonid Breżniew,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Leonid'],"[('Leonida', 'Breżniewa')]",agreement,Leonid,sg,gen
159,99705,100524,Borysa Jelcyna,Borys Jelcyn,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Borys'],"[('Borysa', 'Jelcyna')]",agreement,Borys,sg,acc
159,99705,100524,Borysa Jelcyna,Borys Jelcyn,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Borys'],"[('Borysa', 'Jelcyna')]",agreement,Borys,sg,gen
163,344046,100525,Pucharu Świata,Puchar Świata,['sg'],['gen'],['agreement'],['Puchar'],"[('Pucharu', 'Świata')]",agreement,Puchar,sg,gen
164,344045,100525,mistrzostwach świata w 2001 w Lahti,mistrzostwa świata w 2001 w Lahti,"[['pl'], None, ['loc', 'acc'], ['loc', 'acc'], ['loc', 'acc']]","[['loc'], None, ['nwok', 'nwok'], ['nwok', 'nwok'], ['nwok', 'nwok']]","['government', None, 'government', 'government', 'government']","['mistrzostwa', None, 'w', 'w', 'w']","[('mistrzostwach', 'świata'), ('świata', 'w'), ('w', '2001'), ('2001', 'w'), ('w', 'Lahti')]",government,mistrzostwa,pl,loc
165,344043,100525,Zimowych Igrzyskach Olimpijskich 2002 w Salt Lake City,Zimowe Igrzyska Olimpijskie 2002 w Salt Lake City,"['pl', 'pl', ['pl', 'pl', 'pl'], ['loc', 'acc'], None, ['pl'], ['sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl', 'sg.pl']]","['loc', 'loc', ['acc', 'loc', 'gen'], ['nwok', 'nwok'], None, ['gen'], ['inst', 'acc', 'loc', 'nom', 'gen', 'dat', 'voc']]","['agreement', 'agreement', 'government', 'government', None, 'government', 'government']","['Igrzyska', 'Igrzyska', 'Olimpijskie', 'w', None, 'Salt', 'City']","[('Zimowych', 'Igrzyskach'), ('Igrzyskach', 'Olimpijskich'), ('Olimpijskich', '2002'), ('2002', 'w'), ('w', 'Salt'), ('Salt', 'Lake'), ('Lake', 'City')]",government,Olimpijskie,pl,acc
